timestamp_iso,timestamp_epoch,token_id,slug,outcome,bestBid,bestAsk,spread,mid,microprice,imbalance_topN,bid_depth_topN,ask_depth_topN,spread_percentile_60s,bid_depth_total,ask_depth_total,tape_ts_epoch,tape_source
2026-03-06T17:49:07Z,1772819347,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.84,0.85,0.01,0.845,0.8455788845,0.3523061394,5291.3,9727.74,100,8252.82,20345.64,1772819347,CLOB_BOOK
2026-03-06T17:49:08Z,1772819348,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.84,0.85,0.01,0.845,0.8474801802,0.3474672666,5260.3,9878.68,100,8221.82,20496.58,1772819348,CLOB_BOOK
2026-03-06T17:49:10Z,1772819350,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.84,0.86,0.02,0.85,0.853421682,0.3441173254,5411.3,10313.86,100,8372.82,20039.76,1772819350,CLOB_BOOK
2026-03-06T17:49:11Z,1772819351,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.85,0.86,0.01,0.855,0.8525152803,0.3479025722,5462.3,10238.36,95.4545454545,8390.82,19964.26,1772819351,CLOB_BOOK
2026-03-06T17:49:12Z,1772819352,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.84,0.85,0.01,0.845,0.8434697669,0.3371099788,5090.3,10009.52,95.652173913,8051.82,20627.42,1772819352,CLOB_BOOK
2026-03-06T17:49:14Z,1772819354,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.84,0.85,0.01,0.845,0.8405130833,0.3117181464,4736.95,10459.31,95.8333333333,7738.47,21037.21,1772819354,CLOB_BOOK
2026-03-06T17:49:15Z,1772819355,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.84,0.85,0.01,0.845,0.8406180574,0.3056564877,4596.34,10441.26,96,5477.86,21019.16,1772819355,CLOB_BOOK
2026-03-06T17:49:16Z,1772819356,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.84,0.85,0.01,0.845,0.8408951649,0.3123272314,4803.04,10575.19,96.1538461538,7844.56,21153.09,1772819356,CLOB_BOOK
2026-03-06T17:49:17Z,1772819357,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.84,0.85,0.01,0.845,0.8409303996,0.3056744018,4781.09,10860.03,96.2962962963,7822.61,21437.93,1772819357,CLOB_BOOK
2026-03-06T17:49:19Z,1772819359,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.81,0.82,0.01,0.815,0.8109165568,0.4161692373,4832.99,6780.05,96.4285714286,7840.71,22661.72,1772819359,CLOB_BOOK
2026-03-06T17:49:20Z,1772819360,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.81,0.83,0.02,0.82,0.8160853432,0.3878973301,5680,8963.05,100,8647.72,21577.72,1772819360,CLOB_BOOK
2026-03-06T17:49:21Z,1772819361,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.8,0.81,0.01,0.805,0.8020894239,0.4753759996,5189,5726.57,93.3333333333,8161.72,22620.24,1772819361,CLOB_BOOK
2026-03-06T17:49:23Z,1772819363,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.81,0.82,0.01,0.815,0.8173684211,0.4618818014,5350,6233.05,93.5483870968,8310.72,22084.72,1772819363,CLOB_BOOK
2026-03-06T17:49:24Z,1772819364,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.82,0.83,0.01,0.825,0.8234595861,0.4280113452,5044.76,6741.75,93.75,8253.28,21496.42,1772819364,CLOB_BOOK
2026-03-06T17:49:26Z,1772819366,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.8,0.81,0.01,0.805,0.8026967974,0.4624411748,4817,5599.46,93.9393939394,7829.72,22493.13,1772819366,CLOB_BOOK
2026-03-06T17:49:27Z,1772819367,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.8,0.82,0.02,0.81,0.8140743789,0.456308523,5341,6363.8,100,8313.72,22195.47,1772819367,CLOB_BOOK
2026-03-06T17:49:28Z,1772819368,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.81,0.82,0.01,0.815,0.817706422,0.5027848786,5873,5807.94,91.4285714286,8840.72,21679.61,1772819368,CLOB_BOOK
2026-03-06T17:49:29Z,1772819369,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.82,0.83,0.01,0.825,0.8236170213,0.4578768329,5489,6498.94,91.6666666667,8687.52,21233.61,1772819369,CLOB_BOOK
2026-03-06T17:49:31Z,1772819371,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.82,0.83,0.01,0.825,0.8239540163,0.4512924632,5548,6745.58,91.8918918919,8746.52,21480.25,1772819371,CLOB_BOOK
2026-03-06T17:49:31Z,1772819371,52848143004416041809860310978209128856463569850510970169149345796252320731339,xrp-up-or-down-march-6-12pm-et,Down,0.974,0.98,0.006,0.977,0.9786091794,0.6879474582,1488.45,675.16,100,2646.42,675.16,1772819371,CLOB_BOOK
2026-03-06T17:49:33Z,1772819373,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.82,0.83,0.01,0.825,0.8214882862,0.4471892279,5533.6,6840.58,92.1052631579,8732.12,21575.25,1772819373,CLOB_BOOK
2026-03-06T17:49:33Z,1772819373,52848143004416041809860310978209128856463569850510970169149345796252320731339,xrp-up-or-down-march-6-12pm-et,Down,0.973,0.98,0.007,0.9765,0.9785649856,0.6883536509,1491.27,675.16,100,2649.24,675.16,1772819373,CLOB_BOOK
2026-03-06T17:49:34Z,1772819374,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.8,0.82,0.02,0.81,0.8131200256,0.4414937897,5330,6742.65,100,8302.72,22574.32,1772819374,CLOB_BOOK
2026-03-06T17:49:34Z,1772819374,52848143004416041809860310978209128856463569850510970169149345796252320731339,xrp-up-or-down-march-6-12pm-et,Down,0.972,0.98,0.008,0.976,0.9781455726,0.6816464479,1488.45,695.16,100,2656.42,695.16,1772819374,CLOB_BOOK
2026-03-06T17:49:36Z,1772819376,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.81,0.82,0.01,0.815,0.8106720823,0.4745218468,5521,6113.87,90,8528.72,21945.54,1772819376,CLOB_BOOK
2026-03-06T17:49:36Z,1772819376,52848143004416041809860310978209128856463569850510970169149345796252320731339,xrp-up-or-down-march-6-12pm-et,Down,0.973,0.98,0.007,0.9765,0.9776666667,0.6620351014,1361.74,695.16,80,2611.42,695.16,1772819376,CLOB_BOOK
2026-03-06T17:49:37Z,1772819377,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.81,0.82,0.01,0.815,0.8111614417,0.4768027422,5586.24,6129.8,90.243902439,8593.96,21961.47,1772819377,CLOB_BOOK
2026-03-06T17:49:37Z,1772819377,52848143004416041809860310978209128856463569850510970169149345796252320731339,xrp-up-or-down-march-6-12pm-et,Down,0.972,0.98,0.008,0.976,0.9781455726,0.6816464479,1488.45,695.16,100,2656.42,695.16,1772819377,CLOB_BOOK
2026-03-06T17:49:39Z,1772819379,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.81,0.83,0.02,0.82,0.8226940564,0.4353173878,5499.9,7134.33,100,8467.62,21869,1772819379,CLOB_BOOK
2026-03-06T17:49:39Z,1772819379,52848143004416041809860310978209128856463569850510970169149345796252320731339,xrp-up-or-down-march-6-12pm-et,Down,0.973,0.98,0.007,0.9765,0.9785649856,0.6883450195,1491.21,675.16,71.4285714286,2659.18,675.16,1772819379,CLOB_BOOK
2026-03-06T17:49:40Z,1772819380,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.82,0.83,0.01,0.825,0.8270616924,0.4546994314,5581.24,6693.33,88.0952380952,8779.76,21468,1772819380,CLOB_BOOK
2026-03-06T17:49:40Z,1772819380,52848143004416041809860310978209128856463569850510970169149345796252320731339,xrp-up-or-down-march-6-12pm-et,Down,0.973,0.98,0.007,0.9765,0.9785649856,0.6883450195,1491.21,675.16,75,2659.18,675.16,1772819380,CLOB_BOOK
2026-03-06T17:49:43Z,1772819383,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.82,0.83,0.01,0.825,0.8270985168,0.4535895972,5576.24,6717.34,88.3720930233,8774.76,21492.01,1772819383,CLOB_BOOK
2026-03-06T17:49:43Z,1772819383,52848143004416041809860310978209128856463569850510970169149345796252320731339,xrp-up-or-down-march-6-12pm-et,Down,0.974,0.98,0.006,0.977,0.9786091794,0.6886583201,1493.39,675.16,33.3333333333,2646.36,675.16,1772819383,CLOB_BOOK
2026-03-06T17:49:43Z,1772819383,111993094619070847835463715176525907408712825519046711079167959550589390997732,bitcoin-up-or-down-march-6-12pm-et,Up,0.031,0.04,0.009,0.0355,0.0348852012,0.5642520294,9918.93,7659.97,100,9918.93,10514.22,1772819383,CLOB_BOOK
2026-03-06T17:49:44Z,1772819384,48223161834289396465080633869075436205475087142818341885076118277066544242817,ethereum-up-or-down-march-6-12pm-et,Down,0.82,0.83,0.01,0.825,0.8270493292,0.4519148012,5576.24,6762.9,88.6363636364,8774.76,21537.57,1772819384,CLOB_BOOK
2026-03-06T17:49:44Z,1772819384,52848143004416041809860310978209128856463569850510970169149345796252320731339,xrp-up-or-down-march-6-12pm-et,Down,0.974,0.98,0.006,0.977,0.9799963812,0.6902466306,1493.39,670.17,40,2646.36,670.17,1772819384,CLOB_BOOK
